Series Name,Series Code,Country Name,Country Code,1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018]
"Natural capital per capita, fossil fuels (constant 2018 US$)",NW.NCA.FOSL.PC,Iceland,ISL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Natural capital per capita, fossil fuels (constant 2018 US$)",NW.NCA.FOSL.PC,India,IND,190.149661,194.4681055,196.1763402,189.237894,184.2528356,192.3021168,206.9725261,212.9037061,236.6410105,298.7828776,354.1204674,398.6513571,448.0637293,611.0098957,620.536977,639.1243383,716.8870155,767.3153711,698.6128809,711.2141754,640.8952077,546.5525911,503.0511051,516.1637922
"Natural capital per capita, fossil fuels (constant 2018 US$)",NW.NCA.FOSL.PC,Indonesia,IDN,721.0344573,692.9218759,713.871716,779.5354943,854.7549074,1023.038453,1173.655535,1191.717313,1263.310463,1456.324065,1536.198751,1722.945058,1936.452278,2341.411117,2389.70582,2303.04464,2426.1087,2434.626619,2107.675587,2113.843939,1966.161441,1547.807688,1399.868125,1433.021424
"Natural capital per capita, fossil fuels (constant 2018 US$)",NW.NCA.FOSL.PC,Iran,IRN,18063.77536,19297.90465,20355.82768,17421.96927,16409.74252,19343.94853,20148.35684,21915.50768,24714.1849,27393.4091,29214.05314,33100.95146,35866.9797,39115.85097,37898.89227,35971.80798,35190.21041,33407.4834,31520.06614,33138.71199,30870.31523,26905.50528,26068.45676,25589.34471
"Natural capital per capita, fossil fuels (constant 2018 US$)",NW.NCA.FOSL.PC,Iraq,IRQ,3157.267956,3426.897632,4243.518863,5040.455927,6903.871835,10315.07223,12313.16038,13244.38557,13328.67349,23435.79545,32126.73418,42301.37837,50871.88267,60623.6921,56466.04741,53682.20127,52853.66442,54355.63129,54969.38769,58470.44872,57295.67963,54107.0527,52060.58585,52449.41897
"Natural capital per capita, fossil fuels (constant 2018 US$)",NW.NCA.FOSL.PC,Ireland,IRL,90.83763634,73.40941109,76.35974844,138.4306797,134.2155324,146.0622852,184.9271496,169.6461086,204.425047,194.5187976,201.6575101,121.6438939,127.5220491,124.7765123,150.1233617,155.2063516,156.9549447,162.5816076,143.7342365,134.0441782,120.7074676,29.44427738,49.39077339,85.48481141
"Natural capital per capita, fossil fuels (constant 2018 US$)",NW.NCA.FOSL.PC,Italy,ITA,166.6810395,170.6916368,169.85836,150.4658065,141.1726665,180.1149251,219.3524977,219.272705,234.0868741,254.8979782,250.7829733,261.5838901,280.2787431,331.9753051,389.0557016,387.0962031,395.6896256,434.7899913,427.0622799,463.6052806,438.5855402,407.491158,334.4244051,274.2910496
"Natural capital per capita, fossil fuels (constant 2018 US$)",NW.NCA.FOSL.PC,Jamaica,JAM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Natural capital per capita, fossil fuels (constant 2018 US$)",NW.NCA.FOSL.PC,Japan,JPN,8.103065381,7.065950181,7.442124365,8.453100078,8.715548273,9.615224333,11.79360401,12.16193151,13.68580567,17.41394268,18.46055454,21.38105265,24.98864255,25.65291762,26.70661974,28.20423937,29.59145539,28.41391295,27.93940255,29.01500809,28.83090062,26.54589973,26.45621726,30.93285769
"Natural capital per capita, fossil fuels (constant 2018 US$)",NW.NCA.FOSL.PC,Jordan,JOR,19.62821598,19.81658132,22.85431438,24.14100535,28.03452473,32.30509052,35.48521957,36.57595377,36.26190925,38.0642474,44.4498016,46.67559542,53.26685741,57.28140731,55.696161,53.88400938,49.19471503,46.39357117,43.37736099,39.84946332,35.4830545,28.59410741,21.5028681,16.29984464
"Natural capital per capita, fossil fuels (constant 2018 US$)",NW.NCA.FOSL.PC,Kazakhstan,KAZ,5884.400951,5069.898257,4620.508219,3993.84961,4086.242103,6022.28484,7410.677026,8746.924319,14232.26015,16549.40105,18217.57114,19716.5522,33640.75107,37699.42842,36008.67744,35217.97714,36572.52186,36990.29736,33806.04814,34032.59986,30521.66266,25649.93232,22612.87195,23810.45648
"Natural capital per capita, fossil fuels (constant 2018 US$)",NW.NCA.FOSL.PC,Kenya,KEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.331638562
"Natural capital per capita, fossil fuels (constant 2018 US$)",NW.NCA.FOSL.PC,Korea,KOR,11.98940439,4.076871832,1.505096098,1.742602132,1.751608748,1.627773111,9.019700591,9.561025537,10.06422644,19.13043221,23.85078191,22.1565222,29.36734885,49.47381037,46.16742884,49.47238431,55.97488225,63.80767604,45.58123767,44.29102591,43.02066129,30.44227415,28.83529969,24.63463312
"Natural capital per capita, fossil fuels (constant 2018 US$)",NW.NCA.FOSL.PC,Kuwait,KWT,280840.9413,358133.9595,381460.8339,346776.8971,324522.7281,336192.0457,336338.7134,332085.7799,363473.3705,406266.8946,450461.6188,501372.43,548734.1336,584317.3855,550021.0192,510402.1377,503018.9063,502167.7928,489495.4633,509059.617,483785.4957,426929.7844,375492.4754,343147.7255
"Natural capital per capita, fossil fuels (constant 2018 US$)",NW.NCA.FOSL.PC,Kyrgyz Republic,KGZ,89.90137201,61.92335058,50.39481374,46.26600503,49.60438794,68.53701347,84.29831818,94.56561842,111.7696525,134.4991632,137.0876214,153.2260246,172.4879267,196.7422388,182.0112898,169.0352358,166.4774874,173.2315699,154.7344305,156.369713,140.1211927,109.8468906,92.77740752,88.85853969
"Natural capital per capita, fossil fuels (constant 2018 US$)",NW.NCA.FOSL.PC,Lao PDR,LAO,0.007339774,0.008993097,0.01106673,5.784146846,4.62162906,6.335802308,11.04893733,12.21058949,14.05962525,28.46128042,36.32371761,39.83902729,60.84979183,87.24302554,83.45957376,92.36249344,107.8605805,96.13164273,66.71935567,54.87103754,35.88515212,12.06068666,0,0
"Natural capital per capita, fossil fuels (constant 2018 US$)",NW.NCA.FOSL.PC,Latvia,LVA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Natural capital per capita, fossil fuels (constant 2018 US$)",NW.NCA.FOSL.PC,Lebanon,LBN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Natural capital per capita, fossil fuels (constant 2018 US$)",NW.NCA.FOSL.PC,Lesotho,LSO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Natural capital per capita, fossil fuels (constant 2018 US$)",NW.NCA.FOSL.PC,Liberia,LBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Natural capital per capita, fossil fuels (constant 2018 US$)",NW.NCA.FOSL.PC,Lithuania,LTU,39.1496097,38.93315071,37.47999151,28.16463577,37.91368983,46.39091246,42.390056,57.5226168,86.4192577,109.7160976,144.9927426,158.0632005,165.8119798,170.7718205,192.3039153,147.1092135,151.075212,161.615899,160.9909929,180.1691125,176.2127439,155.5596544,127.5901034,..
"Natural capital per capita, fossil fuels (constant 2018 US$)",NW.NCA.FOSL.PC,Luxembourg,LUX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Natural capital per capita, fossil fuels (constant 2018 US$)",NW.NCA.FOSL.PC,Madagascar,MDG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.20179557,4.423621555,5.631577242,7.105174708,9.54391429
"Natural capital per capita, fossil fuels (constant 2018 US$)",NW.NCA.FOSL.PC,Malawi,MWI,1.535618849,1.502448216,1.383721115,1.384206643,1.220328285,1.107110011,1.175073048,1.112838336,1.131254249,1.366516961,1.367636358,1.393103728,1.692757127,2.326477062,2.150467683,2.354027993,2.604774132,2.62412013,2.184171687,2.178968434,1.835877869,1.415528334,1.231884624,1.146402135
"Natural capital per capita, fossil fuels (constant 2018 US$)",NW.NCA.FOSL.PC,Malaysia,MYS,2906.375076,2884.320949,3026.739928,2804.46932,3059.430547,3724.723647,4278.883843,4566.623345,5234.904522,6132.458537,6982.059839,8353.047943,9413.196196,10474.28576,10840.97999,10491.25428,10022.69615,10013.61053,9152.029002,8599.423347,8116.498986,6779.799463,6453.930638,6949.410939
"Natural capital per capita, fossil fuels (constant 2018 US$)",NW.NCA.FOSL.PC,Maldives,MDV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Natural capital per capita, fossil fuels (constant 2018 US$)",NW.NCA.FOSL.PC,Mali,MLI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Natural capital per capita, fossil fuels (constant 2018 US$)",NW.NCA.FOSL.PC,Malta,MLT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Natural capital per capita, fossil fuels (constant 2018 US$)",NW.NCA.FOSL.PC,Mauritania,MRT,0,0,0,0,0,0,0,0,0,0,0,354.4727902,766.7800016,1145.404214,1299.455717,1643.903704,1144.388121,346.8204189,271.8605444,274.5451394,241.5168531,195.4370433,177.8090071,175.5302876
"Natural capital per capita, fossil fuels (constant 2018 US$)",NW.NCA.FOSL.PC,Mauritius,MUS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Natural capital per capita, fossil fuels (constant 2018 US$)",NW.NCA.FOSL.PC,Mexico,MEX,4358.740477,4378.678347,4189.247389,2545.567798,2652.901059,2689.587814,2315.3975,2085.21211,2198.22598,2383.61698,2596.400533,3026.934795,3444.741003,4095.528749,4199.770589,3984.263151,3961.928191,4029.497132,3775.155632,3928.573938,2930.703442,2232.125263,2027.97623,1797.85961
"Natural capital per capita, fossil fuels (constant 2018 US$)",NW.NCA.FOSL.PC,Moldova,MDA,3.501529841,4.241543102,4.414774591,3.889402529,4.238697516,5.314834093,5.413876174,5.892322202,7.064187464,7.468600395,7.737372516,8.413711172,10.71896192,16.84457482,20.21793777,21.58780941,25.32534041,26.54053131,22.83038171,20.91743269,18.44938618,13.48335265,9.888745311,7.508866995
"Natural capital per capita, fossil fuels (constant 2018 US$)",NW.NCA.FOSL.PC,Mongolia,MNG,309.4688546,277.6105443,235.5059301,276.2370618,286.9866691,325.1172677,519.3318108,611.8933812,664.0499275,1081.775383,1425.473634,1628.355275,2029.316562,3475.750366,4185.454196,5889.437913,8870.75241,9717.422152,9196.880561,8868.194243,7214.878875,4732.44205,4778.985748,5612.98557
"Natural capital per capita, fossil fuels (constant 2018 US$)",NW.NCA.FOSL.PC,Morocco,MAR,3.901746482,2.996365735,2.305528002,2.762087844,2.982419893,2.263199723,1.894297255,2.171666419,2.283979367,2.572977508,2.174268482,2.291981942,2.616268521,2.936054592,2.995625175,3.00639916,3.011236027,3.683848987,3.690824,3.170433746,3.275384104,3.562204769,3.646737939,3.789168337
"Natural capital per capita, fossil fuels (constant 2018 US$)",NW.NCA.FOSL.PC,Mozambique,MOZ,0.857574352,0.745802505,0.600538217,0.488557795,0.358984783,0.201538106,0.25864981,0.346911601,0.442562859,10.72233408,27.51887655,53.46002422,82.57462738,112.7883038,135.2888904,173.9516926,218.4965063,290.5150893,348.7163291,520.409408,553.3040289,547.3413461,595.8245042,683.1303281
"Natural capital per capita, fossil fuels (constant 2018 US$)",NW.NCA.FOSL.PC,Namibia,NAM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Natural capital per capita, fossil fuels (constant 2018 US$)",NW.NCA.FOSL.PC,Nepal,NPL,0,0,0,0,0,0.091632747,0.175841857,0.242887385,0.307710421,0.443405822,0.49017014,0.628014446,0.745229112,1.045998507,1.076485714,1.14975301,1.173435282,1.177457658,0.979182727,0.967264727,0.886443099,0.805635618,0.832164233,0.819412823
"Natural capital per capita, fossil fuels (constant 2018 US$)",NW.NCA.FOSL.PC,Netherlands,NLD,1789.059941,1549.606583,1724.799147,1511.361264,1367.566745,1736.623323,2457.957812,2854.844282,3400.689431,3491.031421,3648.479672,3536.306123,3683.772247,4054.841515,4994.296512,4853.997997,5611.413676,5230.806516,4820.917697,4765.802823,5509.285661,4335.677386,3383.009384,2791.607695
"Natural capital per capita, fossil fuels (constant 2018 US$)",NW.NCA.FOSL.PC,Nicaragua,NIC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Natural capital per capita, fossil fuels (constant 2018 US$)",NW.NCA.FOSL.PC,Niger,NER,11.35662092,11.47221174,11.46360331,10.63704008,9.076613186,8.223248849,6.714932701,4.647146198,3.313345907,3.423386042,3.759010538,3.776299417,4.094593331,5.158383966,4.239631774,4.682262954,21.25331408,87.71630728,124.0575863,180.2666324,210.4727342,187.0207614,189.7049995,159.1588263
"Natural capital per capita, fossil fuels (constant 2018 US$)",NW.NCA.FOSL.PC,Nigeria,NGA,3560.421797,3621.561405,3426.284481,2647.842378,2744.638699,2893.921181,2872.010525,2945.688558,3163.334593,3574.475047,3832.801681,4375.097588,4984.321966,5609.087635,5310.152692,4939.025489,5307.053539,5615.460551,5487.176247,5551.671596,4819.257141,3813.019612,3095.926319,2970.152644
"Natural capital per capita, fossil fuels (constant 2018 US$)",NW.NCA.FOSL.PC,North Macedonia,MKD,94.26596265,84.22602718,37.63853857,43.79446822,41.49582633,47.230742,128.4833322,148.2919951,161.6010462,341.2506903,422.0676005,428.2388236,530.9697428,926.6855323,856.1933752,950.0686315,1150.755349,1134.217923,893.9752514,1006.810642,1017.907808,554.4707521,0,0
"Natural capital per capita, fossil fuels (constant 2018 US$)",NW.NCA.FOSL.PC,Norway,NOR,25415.28508,28556.44689,31119.67266,28073.99206,27397.90744,36075.83809,43958.63408,46133.16963,56204.81221,61680.59401,64418.71561,65691.68774,70627.15403,73494.47072,72676.73077,73213.64194,76719.6519,82325.54509,77197.86486,70975.22918,70360.80847,56765.13309,50989.34005,54099.66978
"Natural capital per capita, fossil fuels (constant 2018 US$)",NW.NCA.FOSL.PC,Oman,OMN,59678.10711,63096.27821,66222.78208,65037.44328,70582.44649,77777.79599,81883.15143,85500.83171,94463.55107,100157.5213,99389.95206,103648.0195,108314.4783,107168.254,96511.55586,89446.34416,88113.41428,85897.82609,79793.30363,81058.92318,72677.30715,61238.26974,54052.50577,47955.06751
"Natural capital per capita, fossil fuels (constant 2018 US$)",NW.NCA.FOSL.PC,Pakistan,PAK,72.85951872,72.61367585,74.68387822,76.54140677,81.02290492,95.84551202,101.1221346,127.0021158,141.5357422,156.95304,193.7014173,227.2432858,242.0119958,257.012018,267.618297,245.7631741,245.3441381,240.0284367,214.871935,232.2026244,217.8447612,175.0260301,149.9632325,133.3838255
"Natural capital per capita, fossil fuels (constant 2018 US$)",NW.NCA.FOSL.PC,Panama,PAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Natural capital per capita, fossil fuels (constant 2018 US$)",NW.NCA.FOSL.PC,Papua New Guinea,PNG,637.4963446,1476.553287,1519.041606,1319.031938,1277.3217,1837.9862,1987.776569,1751.376735,2004.189801,2138.214708,2222.461411,1888.865742,2134.353163,906.4258732,857.1743682,885.5535897,812.7526645,1306.18421,1056.177415,916.114191,988.8815874,1339.200925,1540.108479,2158.932163
"Natural capital per capita, fossil fuels (constant 2018 US$)",NW.NCA.FOSL.PC,Paraguay,PRY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Natural capital per capita, fossil fuels (constant 2018 US$)",NW.NCA.FOSL.PC,Peru,PER,416.8768241,431.0689452,418.3020298,419.328247,422.3532393,502.746612,532.9930724,544.1650066,626.5141464,764.5100005,815.6090524,938.2361194,1052.571305,1218.191348,1242.551058,1241.841584,1293.838502,1435.079583,1436.80893,1464.314852,1351.570497,1151.597697,864.6474807,722.4485443
"Natural capital per capita, fossil fuels (constant 2018 US$)",NW.NCA.FOSL.PC,Philippines,PHL,16.23032556,15.34016211,10.81111143,6.246488565,4.283310203,3.956185661,6.031762408,16.81563428,30.91772102,53.19826243,76.17302877,97.0566932,100.2505194,113.8068822,108.3406936,116.2960937,128.425525,139.7401004,134.2713338,121.9710431,121.1145564,98.13548965,91.93808403,99.17336754
"Natural capital per capita, fossil fuels (constant 2018 US$)",NW.NCA.FOSL.PC,Poland,POL,974.7052364,740.3006336,607.7990454,529.209899,482.914595,437.1140629,537.0119906,561.898196,599.7899891,979.04437,1217.849973,1338.439604,1514.612718,2228.300889,2142.657101,2290.113911,2578.173462,2649.621363,1985.624792,1817.11839,1502.020518,1051.860522,926.7130503,988.8552915
"Natural capital per capita, fossil fuels (constant 2018 US$)",NW.NCA.FOSL.PC,Portugal,PRT,1.324314756,0.422405605,0.066321855,0.032391973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Natural capital per capita, fossil fuels (constant 2018 US$)",NW.NCA.FOSL.PC,Qatar,QAT,110046.9573,107441.9712,106599.1812,91177.42182,101758.8132,140651.6232,325327.9498,388091.9294,425976.4382,453408.355,426422.3984,415689.9872,395419.3241,383167.2705,356037.3069,411822.2465,441335.463,470633.114,484305.1918,495151.3826,463099.8556,391551.0832,338355.4435,304560.5257
"Natural capital per capita, fossil fuels (constant 2018 US$)",NW.NCA.FOSL.PC,Romania,ROU,1628.822207,1529.52518,1418.305319,1301.798494,1215.997241,1417.43514,1582.772907,1337.49727,1613.772697,1798.544684,2102.869536,1987.5118,1967.826195,2117.464206,2294.96196,2351.715839,1644.832637,1772.646404,1681.865443,1786.576547,1667.035645,1438.286551,1163.92082,1054.156162
"Natural capital per capita, fossil fuels (constant 2018 US$)",NW.NCA.FOSL.PC,Russia,RUS,9586.853308,9013.37328,8534.615008,7441.019726,8379.858666,12218.54109,15556.69011,18469.85756,22166.88444,24409.12399,24750.11328,25670.95976,26837.53435,29256.30935,29757.59184,29446.55928,29537.76783,29876.28563,27977.86205,27508.87707,25752.28415,22538.02399,20728.6972,21385.36766
"Natural capital per capita, fossil fuels (constant 2018 US$)",NW.NCA.FOSL.PC,Rwanda,RWA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Natural capital per capita, fossil fuels (constant 2018 US$)",NW.NCA.FOSL.PC,Saudi Arabia,SAU,154550.5337,156025.7026,152323.563,142238.3549,141895.3946,153144.3874,151335.278,149890.9894,160436.7749,176343.3527,187893.0814,208645.0909,229053.1024,247602.2703,241138.0717,227971.1591,226169.1254,228621.071,222605.1052,231605.0011,217425.2456,186141.8172,164806.3863,148629.4431
"Natural capital per capita, fossil fuels (constant 2018 US$)",NW.NCA.FOSL.PC,Senegal,SEN,0.625377487,0.956280915,1.193477687,1.265777555,1.318087139,1.08003075,0.714660019,0.506342736,0.50518884,0.563506747,0.861334851,1.184247917,1.355478579,1.359214193,1.491631669,1.484098932,2.181140096,4.4038751,5.852167115,7.767188877,8.67979238,8.509328811,6.741563736,6.049156097
"Natural capital per capita, fossil fuels (constant 2018 US$)",NW.NCA.FOSL.PC,Sierra Leone,SLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Natural capital per capita, fossil fuels (constant 2018 US$)",NW.NCA.FOSL.PC,Singapore,SGP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Natural capital per capita, fossil fuels (constant 2018 US$)",NW.NCA.FOSL.PC,Slovak Republic,SVK,83.22444127,71.56981119,62.50649014,58.8956903,55.7251812,58.78125678,80.05523001,87.65528192,97.80569214,140.0372517,149.9503591,144.0016429,159.768571,210.2184895,198.1128516,210.1714566,228.4701533,233.3491585,203.7606922,205.0177173,205.5426622,198.1575643,180.6813448,165.1530129
"Natural capital per capita, fossil fuels (constant 2018 US$)",NW.NCA.FOSL.PC,Slovenia,SVN,114.5129668,64.95224593,33.95413703,36.87052805,34.37653934,34.60661822,81.07087977,95.47975489,106.604251,242.6868771,313.4880217,343.3408749,443.281692,742.9469412,684.5047659,765.275861,896.7664206,859.1840971,579.2335513,519.6339465,376.6929736,190.6713016,147.0826981,154.9475645
"Natural capital per capita, fossil fuels (constant 2018 US$)",NW.NCA.FOSL.PC,Solomon Islands,SLB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Natural capital per capita, fossil fuels (constant 2018 US$)",NW.NCA.FOSL.PC,South Africa,ZAF,1850.475176,1774.48019,1739.205116,1715.997512,1596.864391,1472.61282,1676.147013,1730.382088,1808.144262,2420.16642,2727.415293,2770.674058,3201.206038,4770.307019,4537.421133,4709.009267,5056.63915,4897.099621,3654.880903,3573.692087,3139.34751,2617.103271,2444.407702,2431.338369
"Natural capital per capita, fossil fuels (constant 2018 US$)",NW.NCA.FOSL.PC,Spain,ESP,48.00223508,33.72200746,29.50290728,24.22120084,19.57575589,19.47214008,33.30276952,38.65889629,63.55989925,95.29341395,110.2919049,105.5980936,115.4739069,152.9100428,131.0010182,131.0933342,135.2208044,127.0173996,92.59479591,94.04875751,78.77170853,58.0734942,48.00259848,35.78336812
"Natural capital per capita, fossil fuels (constant 2018 US$)",NW.NCA.FOSL.PC,Sri Lanka,LKA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Natural capital per capita, fossil fuels (constant 2018 US$)",NW.NCA.FOSL.PC,Suriname,SUR,3041.103738,2876.843129,2467.349974,2052.294837,2040.595874,2582.483471,2878.767955,3198.220192,6079.372938,5408.305695,5430.973837,5349.317631,5427.670249,5010.385255,4516.45724,4315.904286,4488.951048,4265.743857,4257.306774,5130.31454,4684.443206,4119.155725,3227.177381,3147.490441
"Natural capital per capita, fossil fuels (constant 2018 US$)",NW.NCA.FOSL.PC,Sweden,SWE,0.193876701,0.144738278,0.103918348,0.097967045,0.054602314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Natural capital per capita, fossil fuels (constant 2018 US$)",NW.NCA.FOSL.PC,Switzerland,CHE,0.088162956,0.045232212,0.02335239,0.005983035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Natural capital per capita, fossil fuels (constant 2018 US$)",NW.NCA.FOSL.PC,Tajikistan,TJK,60.08604423,31.92485391,26.55932797,21.66909495,18.96113211,19.78353783,20.49547625,19.18949596,22.6602975,25.4090675,24.4731461,24.32856714,26.33825938,31.19411361,31.01566655,31.31352377,32.05386027,32.90458307,28.46341442,29.70470335,29.85189379,34.07318924,47.7246356,71.25064604
"Natural capital per capita, fossil fuels (constant 2018 US$)",NW.NCA.FOSL.PC,Tanzania,TZA,1.103270229,1.402916189,1.455552333,1.226886448,1.008143465,0.7889923,0.730671079,0.790426267,0.842749224,1.95769182,4.621445107,8.68224506,6.935995901,9.003594353,9.42014277,9.963085004,12.75573615,14.26990321,16.28225287,19.1404481,17.94673773,12.75479861,12.48817669,12.19031162
"Natural capital per capita, fossil fuels (constant 2018 US$)",NW.NCA.FOSL.PC,Thailand,THA,131.9519926,122.7769366,136.0147673,196.9964109,195.8909843,285.082959,381.7722444,464.0693378,463.5700739,563.9296081,560.8060086,642.9872709,711.7206358,829.4251743,829.2441987,797.4038888,904.8689211,844.5110385,755.254274,737.2568804,698.3816256,561.534614,499.4412117,503.0629302
"Natural capital per capita, fossil fuels (constant 2018 US$)",NW.NCA.FOSL.PC,The Gambia,GMB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Natural capital per capita, fossil fuels (constant 2018 US$)",NW.NCA.FOSL.PC,Togo,TGO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Natural capital per capita, fossil fuels (constant 2018 US$)",NW.NCA.FOSL.PC,Trinidad and Tobago,TTO,8239.983343,9053.167072,11096.65266,10659.39622,10467.23817,12938.90112,14899.13204,15641.72496,16287.93042,21779.65203,23046.10298,27322.72774,28351.42915,30985.54187,32608.73539,32015.06836,32249.9921,33921.36733,33051.21374,32158.03768,29872.4593,25301.05459,14256.50813,12287.85913
"Natural capital per capita, fossil fuels (constant 2018 US$)",NW.NCA.FOSL.PC,Tunisia,TUN,568.7231799,506.3080426,472.7895737,387.3082937,398.5605621,612.6509402,764.7383874,769.1986706,1027.696876,1115.917057,1088.452784,1352.950637,1394.584904,1768.411133,1593.842507,1721.363988,2020.085937,2093.263869,2170.17034,2366.65171,2261.846669,1908.193952,1628.693338,1279.289134
"Natural capital per capita, fossil fuels (constant 2018 US$)",NW.NCA.FOSL.PC,Turkey,TUR,109.1772503,100.5007445,69.18087523,62.35646432,59.09126154,60.57294979,75.38737222,78.69230804,90.00922189,122.0389289,133.0125632,140.8106172,167.3482816,255.8693481,254.6971842,271.3982372,321.1240889,321.7493714,245.9277529,234.8269709,191.8013282,129.5563744,115.859506,131.4198447
"Natural capital per capita, fossil fuels (constant 2018 US$)",NW.NCA.FOSL.PC,Turkmenistan,TKM,17803.34641,14439.54837,14203.15831,9879.931879,8407.933769,11168.14163,15354.71924,18254.10589,21561.44118,24501.36437,23514.78061,23691.02691,24409.19283,31947.0637,31901.20817,31561.29274,31303.52904,30782.67741,28842.72683,29425.567,28925.93769,24926.45368,22588.17531,22822.38456
"Natural capital per capita, fossil fuels (constant 2018 US$)",NW.NCA.FOSL.PC,Uganda,UGA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Natural capital per capita, fossil fuels (constant 2018 US$)",NW.NCA.FOSL.PC,Ukraine,UKR,1246.406235,946.6508403,736.7878139,620.6664383,585.5009142,719.0464519,953.4523287,1141.214981,1330.609358,1609.593397,1739.195576,1786.682504,1802.560952,2207.842445,2335.327408,2435.653205,2614.057492,2860.41588,2446.70913,2232.036799,2014.553002,1554.696662,1303.83653,1219.530092
"Natural capital per capita, fossil fuels (constant 2018 US$)",NW.NCA.FOSL.PC,United Arab Emirates,ARE,306925.0096,294690.0679,280278.6849,253346.2911,241616.1481,255507.6545,245092.5889,234281.2697,246794.2816,257074.8771,254362.9215,258985.929,254698.0887,253911.1075,230860.5142,213153.2742,213772.8914,223218.6857,226119.0155,242486.7412,232679.3484,202273.2518,176843.1821,161591.4568
"Natural capital per capita, fossil fuels (constant 2018 US$)",NW.NCA.FOSL.PC,United Kingdom,GBR,771.7604503,887.9427982,966.0418119,822.1942859,750.740768,951.9794691,1079.260108,1193.878522,1452.494244,1613.969866,1671.894712,1734.255807,1709.911461,1859.682622,1871.703889,2004.871054,2603.154921,2936.969271,2808.710966,2500.915129,1753.934918,1226.016338,1121.528078,1059.483931
"Natural capital per capita, fossil fuels (constant 2018 US$)",NW.NCA.FOSL.PC,United States,USA,3480.145708,3599.921928,3605.529384,3482.30533,3659.422958,3973.109271,4101.640676,4123.04778,4470.371534,5536.238669,6312.650662,6729.303689,7533.287542,9520.063801,9167.261927,9220.020779,9908.114764,9581.845404,7578.52496,7323.39661,5906.71011,4477.106305,4094.047456,3937.53431
"Natural capital per capita, fossil fuels (constant 2018 US$)",NW.NCA.FOSL.PC,Uruguay,URY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
